name,state,district,lat,lon,capacity,shelter_type,data_source
Shelter Primary School,Madhya Pradesh,Indore,22.6259,75.9278,183,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Rajgarh,23.5964,76.5748,502,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Rajgarh,23.6716,76.6645,736,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Vidisha,24.161,77.9551,434,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Vidisha,24.0104,77.3473,674,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Raisen,23.217,78.1184,302,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Betul,21.878,77.871,341,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Hoshangabad,22.7657,78.0018,161,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Katni,23.7542,80.4015,847,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Katni,23.8167,80.3029,153,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Jabalpur,23.1176,79.9246,915,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Narsinghpur,23.0195,79.3358,701,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Narsinghpur,22.9993,78.8139,58,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Narsinghpur,23.1708,78.8724,175,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Dindori,23.1713,80.7267,105,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Chhindwara,21.9232,78.8438,319,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Seoni,21.9854,79.7263,625,School,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Anuppur,22.975,81.327,722,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Sidhi,24.5617,82.0364,815,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Sidhi,24.3059,81.3222,768,Government Building,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Jhabua,22.6393,74.6082,549,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Jhabua,22.9457,74.4278,433,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,East Nimar,21.9744,76.3803,655,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Madhya Pradesh,Burhanpur,21.3363,76.3143,725,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,West Nimar,22.6012,74.2471,368,Community Hall,Synthetic Generation
Shelter Primary School,Madhya Pradesh,West Nimar,22.166,76.0578,767,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Saharanpur,29.6392,77.7228,448,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Muzaffarnagar,29.226,77.4684,975,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Muzaffarnagar,29.3245,77.6731,572,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bijnor,29.4534,78.1851,461,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bijnor,29.6252,78.2323,668,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bijnor,29.1618,78.3754,983,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Moradabad,28.8846,78.8316,150,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Moradabad,28.9019,78.6834,849,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Moradabad,28.5262,78.7475,227,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Rampur,28.5212,78.9986,349,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Meerut,28.9605,77.7279,713,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Ghaziabad,28.7643,77.4856,146,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Ghaziabad,28.8102,77.601,111,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Gautam Buddha Nagar,28.4014,77.535,325,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bulandshahr,28.3359,78.0406,56,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bulandshahr,28.2127,78.1713,939,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bulandshahr,28.5247,78.1402,456,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Aligarh,27.9169,78.0637,651,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Aligarh,27.9169,78.0637,929,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Aligarh,28.0523,78.0147,763,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Aligarh,27.942,77.8424,947,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Aligarh,27.8309,78.2201,637,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Agra,26.882,78.5069,252,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Firozabad,27.1813,78.5405,894,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Firozabad,27.1236,78.4833,580,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Firozabad,27.27,78.4667,318,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Mainpuri,27.2931,79.2013,103,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Budaun,28.0587,79.0104,521,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Budaun,28.0801,79.0399,373,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Bareilly,28.3011,79.3982,419,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Pilibhit,28.45,80.0833,538,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Pilibhit,28.5348,79.9752,474,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Pilibhit,28.5348,79.9752,857,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Shahjahanpur,27.9599,79.829,642,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Shahjahanpur,27.9599,79.829,136,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Shahjahanpur,27.8247,79.9169,751,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Kheri,28.1221,80.6672,293,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Sitapur,27.3863,81.168,481,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Sitapur,27.3929,81.1155,241,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Sitapur,27.4349,80.6137,828,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Hardoi,27.2599,80.243,554,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Hardoi,27.329,80.1629,546,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Hardoi,27.329,80.1629,687,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Unnao,26.6094,80.5596,459,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Unnao,26.5853,80.9033,474,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Unnao,26.6094,80.5596,934,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Lucknow,26.8807,81.0444,439,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Lucknow,26.6146,81.1014,952,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Raebareli,26.3463,81.4074,491,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Raebareli,26.0722,81.5491,590,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Farrukhabad,27.3299,79.4743,476,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Farrukhabad,27.4879,79.5085,380,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Kannauj,27.0552,79.9188,774,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Kanpur Nagar,26.3891,80.2124,176,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Jalaun,26.116,79.2901,199,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Jalaun,26.167,79.3516,840,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Mahoba,25.4591,80.0168,214,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Banda,25.4559,80.3001,309,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Banda,25.3535,80.5653,874,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Pratapgarh,25.7281,81.4426,939,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Pratapgarh,25.8587,81.9485,734,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Pratapgarh,26.0188,81.7458,422,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Allahabad,25.2974,81.7401,697,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Allahabad,25.3031,81.9614,914,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Allahabad,25.3028,81.8946,189,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Allahabad,25.2589,82.0128,82,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Barabanki,26.9358,81.0938,383,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Barabanki,26.8425,81.2913,575,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Barabanki,27.0636,81.0746,564,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Barabanki,26.9377,81.3341,593,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Faizabad,26.6172,82.2107,684,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Ambedkar Nagar,26.4016,82.284,494,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Ambedkar Nagar,26.6415,82.4855,579,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Ambedkar Nagar,26.4201,82.6708,613,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Ambedkar Nagar,26.4201,82.6708,514,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Balrampur,27.4906,82.3745,931,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Gonda,27.0842,82.0256,240,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Gonda,26.8804,82.13,578,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Gonda,27.1718,82.0632,453,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Siddharthnagar,27.131,82.6432,528,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Basti,26.7927,82.7679,918,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Basti,26.6618,82.8122,878,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Basti,26.6618,82.8122,553,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Maharajganj,27.2035,83.5328,50,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Gorakhpur,26.9587,83.3069,376,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Kushinagar,26.8618,83.9348,179,Community Hall,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Kushinagar,26.8618,83.9348,560,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Deoria,26.4227,83.8366,428,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Azamgarh,26.0462,83.0798,326,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Azamgarh,26.0462,83.0798,432,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Azamgarh,25.7837,82.9264,310,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Azamgarh,26.0462,83.0798,59,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Jaunpur,25.7656,82.5918,202,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Jaunpur,25.7112,82.7037,764,School,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Jaunpur,25.6436,82.5944,181,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Varanasi,25.3887,82.9177,395,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Mirzapur,25.0112,82.7534,217,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Sant Ravidas Nagar,25.5127,81.7405,511,Government Building,Synthetic Generation
Shelter Primary School,Uttar Pradesh,Sant Ravidas Nagar,25.5023,82.3755,415,Community Hall,Synthetic Generation
Shelter Primary School,Chhattisgarh,Koriya,23.4674,82.2383,662,School,Synthetic Generation
Shelter Primary School,Chhattisgarh,Surguja,23.0371,83.088,111,Government Building,Synthetic Generation
Shelter Primary School,Chhattisgarh,Surguja,22.9405,83.1235,906,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Chhattisgarh,Raigarh,21.7169,83.2838,368,Government Building,Synthetic Generation
Shelter Primary School,Chhattisgarh,Raigarh,22.0859,83.3082,202,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Chhattisgarh,Raigarh,22.0859,83.3082,673,School,Synthetic Generation
Shelter Primary School,Chhattisgarh,Korba,22.319,82.2913,889,Community Hall,Synthetic Generation
Shelter Primary School,Chhattisgarh,Korba,22.3513,82.1829,815,School,Synthetic Generation
Shelter Primary School,Chhattisgarh,Bilaspur(CGH),22.6328,81.7852,284,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Chhattisgarh,Durg,21.2134,81.3854,756,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Chhattisgarh,Durg,21.2134,81.3854,892,Community Hall,Synthetic Generation
Shelter Primary School,Chhattisgarh,Raipur,21.2845,81.8203,625,School,Synthetic Generation
Shelter Primary School,Chhattisgarh,Mahasamund,21.2533,82.779,944,Government Building,Synthetic Generation
Shelter Primary School,Chhattisgarh,Kanker,20.1372,81.1209,78,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Chhattisgarh,Bastar,19.1065,81.876,768,Community Hall,Synthetic Generation
Shelter Primary School,Chhattisgarh,Bastar,19.1065,81.876,389,Community Hall,Synthetic Generation
Shelter Primary School,Jharkhand,Koderma,24.1522,85.5704,283,Community Hall,Synthetic Generation
Shelter Primary School,Jharkhand,Giridh,24.3639,85.9007,801,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Jharkhand,Dhanbad,23.8293,86.4719,512,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Jharkhand,East Singhbhum,22.5826,86.4527,977,School,Synthetic Generation
Shelter Primary School,Jharkhand,Latehar,23.8069,84.5858,664,Government Building,Synthetic Generation
Shelter Primary School,Jharkhand,Latehar,23.7178,84.4432,1000,Government Building,Synthetic Generation
Shelter Primary School,Jharkhand,Jamtara,23.9769,86.9172,110,Government Building,Synthetic Generation
Shelter Primary School,Jharkhand,Ranchi,23.202,85.6027,477,Community Hall,Synthetic Generation
Shelter Primary School,Jharkhand,Ranchi,23.3249,85.7457,242,Government Building,Synthetic Generation
Shelter Primary School,Jharkhand,Ranchi,23.1025,84.9461,131,Community Hall,Synthetic Generation
Shelter Primary School,Jharkhand,Ranchi,23.3313,85.3708,318,Community Hall,Synthetic Generation
Shelter Primary School,Jharkhand,Gumla,23.2373,84.8242,409,Community Hall,Synthetic Generation
Shelter Primary School,Jharkhand,West Singhbhum,22.4147,85.1844,67,School,Synthetic Generation
Shelter Primary School,Uttarakhand,Chamoli,30.4953,79.5787,441,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttarakhand,Tehri Garhwal,30.3226,78.6089,327,Community Hall,Synthetic Generation
Shelter Primary School,Uttarakhand,Tehri Garhwal,30.4374,78.537,77,Government Building,Synthetic Generation
Shelter Primary School,Uttarakhand,Dehradun,30.2937,78.0035,241,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttarakhand,Dehradun,30.8621,77.8182,520,Government Building,Synthetic Generation
Shelter Primary School,Uttarakhand,Pauri Garhwal,29.9294,79.0546,734,Government Building,Synthetic Generation
Shelter Primary School,Uttarakhand,Pauri Garhwal,29.7173,78.5946,230,Government Building,Synthetic Generation
Shelter Primary School,Uttarakhand,Pithoragarh,30.1119,80.3477,664,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Uttarakhand,Pithoragarh,29.9486,80.1352,72,School,Synthetic Generation
Shelter Primary School,Uttarakhand,Bageshwar,29.9911,79.8596,404,School,Synthetic Generation
Shelter Primary School,Uttarakhand,Almora,29.7109,79.6731,234,Community Hall,Synthetic Generation
Shelter Primary School,Uttarakhand,Almora,29.7374,79.5732,297,School,Synthetic Generation
Shelter Primary School,Uttarakhand,Almora,29.6565,79.3934,591,School,Synthetic Generation
Shelter Primary School,Uttarakhand,Champawat,29.3708,79.9264,602,School,Synthetic Generation
Shelter Primary School,Uttarakhand,Champawat,29.2988,80.0697,600,Community Hall,Synthetic Generation
Shelter Primary School,Uttarakhand,Nainital,29.3127,79.4547,202,Community Hall,Synthetic Generation
Shelter Primary School,Uttarakhand,Haridwar,29.6573,78.073,181,Government Building,Synthetic Generation
Shelter Primary School,Telangana,Adilabad,19.4128,78.3051,925,Government Building,Synthetic Generation
Shelter Primary School,Telangana,Nizamabad,18.696,78.2131,710,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Telangana,Karim Nagar,18.3624,79.1723,632,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Telangana,Karim Nagar,18.376,79.2449,748,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Telangana,Medak,17.9554,78.2569,859,Government Building,Synthetic Generation
Shelter Primary School,Telangana,Medak,17.9554,78.2569,993,School,Synthetic Generation
Shelter Primary School,Telangana,Medak,17.9793,78.4183,579,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Telangana,Hyderabad,17.4171,78.4772,654,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Telangana,K.V.Rangareddy,17.299,78.4186,744,Government Building,Synthetic Generation
Shelter Primary School,Telangana,K.V.Rangareddy,17.1316,78.4112,679,Government Building,Synthetic Generation
Shelter Primary School,Telangana,Nalgonda,16.876,79.2009,885,Government Building,Synthetic Generation
Shelter Primary School,Telangana,Warangal,17.9218,79.7582,770,Community Hall,Synthetic Generation
Shelter Primary School,Telangana,Warangal,18.1967,79.664,931,Cyclone Shelter,Synthetic Generation
Shelter Primary School,Telangana,Warangal,17.9218,79.7582,334,Government Building,Synthetic Generation
Shelter Primary School,Telangana,Khammam,17.1257,80.2081,319,School,Synthetic Generation
Shelter Primary School,Telangana,Khammam,17.1891,80.581,697,School,Synthetic Generation
